Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
"Columbia Banking System, Inc",Financial,Banks - Regional,USA,NASD,-,12.14,2.26,0.78%,295.42M,3.98%,8.12B,8.13,3.38,-0.83%,293.24M,-9.79%,-,1.68,0.69,98.51%,4.20%,-4.02%,549.03M,2.53,-2.34%,1.07%,4.26,5.01%,3.21B,1.03,10.91%,0.92%,12.31M,-1.75%,26.54,-,4.85%,8.47%,32.70 -16.02%,7.14%,-,11.50,-4.01% 1.17%,6.54%,19.61 40.03%,33.82%,1.48 (5.39%),-,33.09% 38.87%,-,2.58%,3.11%,-39.13%,1.46 (5.32%),-,-11.26%,28.99%,0.86,-3.54%,"Feb 27, 2026",-,8.16%,17.08%,46.16,2.38,6.51% 1.59%,0.05,5.64%,0.87%,0.58,32.42,63.16%,0.51,30.38%,-5.49%,0.65,27.60,6005,0.07,Jan 22 AMC,2.40%,2.89M,27.46,"Jun 16, 1992",Yes / Yes,14.59% 2.84%,"

","1,890,772",-0.51%,COLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coca-Cola Consolidated Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,NASD,-,27.87,6.46,15.10%,56.52M,-14.45%,11.98B,-,-,-65.20%,56.51M,-10.05%,14.61B,-,-,56.82%,2.57%,10.13%,570.58M,1.66,-,-2.33%,2.90,57.37%,7.23B,-,-,11.15%,1.45M,17.43%,-11.11,42.50,-,168.34%,218.54 -17.63%,38.59%,4.24,19.18,-47.02% 30.04%,27.93%,105.21 71.11%,249.10%,-,12.48,5.24% 7.62%,38.14%,5.26%,3.76%,519.97%,1.00 (0.56%),2.02,-2.42%,13.18%,7.65,1058.43%,"Jan 23, 2026",0.97,4.76%,7.89%,36.76,3.00,115.44% 58.49%,1.26,-0.19%,-11.63%,0.62,144.00,14.70%,-,9.03%,0.79%,1.18,186.34,17000,-,Feb 18 AMC,26.54%,501.01K,180.02,"Mar 17, 1980",Yes / Yes,- -,"

","592,305",-3.39%,COKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coinbase Global Inc,Financial,Financial Data & Stock Exchanges,USA,NASD,S&P 500,39.50,4.39,18.49%,226.80M,-14.55%,45.79B,31.40,5.52,-2.50%,215.26M,-5.74%,41.69B,2.17,0.33,55.16%,10.52%,-28.44%,1.26B,6.38,-23.05%,-0.98%,1.85,-46.12%,7.17B,3.14,61.25%,4.74%,22.64M,-23.33%,55.23,3.84,14.49%,10.05%,444.64 -61.01%,-10.61%,45.17,18.87,- 52.26%,6.03%,139.36 24.41%,155.61%,-,38.37,31.00% 41.24%,79.57%,6.49%,5.93%,-,-,5.81,-51.85%,12.52%,12.25,-,-,2.34,-0.75%,17.57%,39.72,1.95,- -,2.34,-153.14%,-10.89%,3.62,244.77,0.00%,0.53,-68.92%,-9.13%,0.77,181.10,4951,0.41,Feb 13 BMO,-38.60%,12.22M,173.38,"Apr 14, 2021",Yes / Yes,-350.50% -1.54%,"

","9,362,870",-4.26%,COIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cohu, Inc",Technology,Semiconductor Equipment & Materials,USA,NASD,RUT,-,-1.59,2.70%,46.84M,-0.40%,1.42B,24.62,1.23,-1.02%,45.62M,-3.33%,1.26B,-,0.03,102.58%,13.79%,27.28%,-74.27M,3.13,343.18%,5.54%,7.92,47.39%,452.96M,1.80,129.53%,-6.62%,6.29M,29.91%,16.77,2.93,-,-9.04%,34.96 -13.53%,82.44%,10.32,132.10,- -36.97%,-6.74%,12.57 140.49%,-17.20%,-,-,-17.71% -6.56%,34.47%,5.11%,4.99%,-25.96%,-,2.79,-6.78%,-13.34%,1.62,162.87%,"Feb 24, 2020",5.69,12.74%,-16.40%,52.18,1.00,- -,6.88,-5.01%,2.62%,1.24,32.67,-,0.42,29.86%,1.46%,0.70,31.92,2857,0.40,Feb 12 AMC,28.00%,794.00K,30.23,"Jul 02, 1962",Yes / Yes,-341.94% 0.11%,"

","556,158",-5.29%,COHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coherent Corp,Technology,Scientific & Technical Instruments,USA,NYSE,S&P 500,240.79,1.01,6.74%,187.42M,-11.71%,45.61B,32.66,7.45,-37.84%,174.85M,-9.19%,48.61B,0.84,1.39,83.79%,4.67%,26.80%,192.18M,7.25,51.55%,3.94%,1.18,128.40%,6.29B,5.34,39.24%,2.00%,8.16M,31.81%,45.56,50.73,38.95%,3.63%,300.20 -18.96%,240.31%,4.80,-,- 8.01%,1.61%,45.58 433.76%,600.92%,0.04 (0.02%),38.73,20.55% 19.54%,37.17%,9.40%,8.92%,244.85%,-,7.72,384.13%,11.79%,22.40,1066.86%,-,1.30,18.63%,3.05%,47.66,1.67,- -,2.25,71.21%,-5.95%,1.85,282.11,-,0.42,17.49%,3.32%,0.92,272.04,30216,0.40,Feb 04 AMC,60.16%,6.90M,243.29,"Oct 02, 1987",Yes / Yes,6.71% 2.69%,"

","6,316,501",-10.57%,COHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cogent Biosciences Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.56,16.64%,160.98M,6.53%,5.98B,-,-0.64,-12.38%,135.36M,-7.76%,5.41B,-,-0.53,91.34%,11.53%,-8.22%,-328.94M,-,0.72%,-,7.52,178.26%,0.00M,10.86,70.03%,-51.99%,15.60M,3.80%,3.40,6.64,-,-73.70%,43.73 -15.69%,469.86%,5.55,-,-2.22% 30.89%,-37.65%,3.72 891.13%,264.69%,-,-,- -,-,4.66%,4.81%,313.80%,-,-,-2.18%,-,1.89,-,-,14.23,-,-,52.83,1.31,- -,14.23,-6.11%,2.01%,0.50,54.17,-,0.38,-,-0.97%,0.56,36.50,258,0.37,Feb 17 BMO,53.57%,2.08M,36.87,"Mar 29, 2018",Yes / Yes,-10.71% -,"

","1,170,217",1.01%,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital One Financial Corp,Financial,Credit Services,USA,NYSE,S&P 500,61.75,2.95,0.86%,625.10M,1.33%,113.27B,7.39,24.64,-6.16%,616.56M,-11.50%,-,0.59,4.64,88.97%,1.35%,-26.45%,2.13B,1.64,3.18%,-1.09%,1.49,-18.82%,69.28B,1.00,21.78%,0.35%,8.32M,-24.86%,181.76,-,12.50%,2.30%,259.64 -29.86%,1.27%,-,4.33,-39.19% -4.88%,1.37%,143.22 27.16%,101.35%,3.18 (1.74%),-,21.79% 16.93%,-,2.93%,2.84%,41.05%,2.80 (1.54%),-,-74.49%,3.29%,6.41,162.03%,"Feb 19, 2026",-,29.85%,3.07%,38.09,1.60,2.70% 21.06%,0.54,22.18%,-1.90%,1.14,276.14,64.53%,0.46,49.33%,-11.11%,0.59,185.23,76300,0.37,Jan 22 AMC,-15.90%,5.60M,182.12,"Nov 16, 1994",Yes / Yes,-6.82% 0.74%,"

","3,276,112",-1.68%,COF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,NASD,RUT,43.38,1.19,14.62%,57.08M,-4.26%,2.95B,28.57,1.81,-8.86%,48.74M,-6.16%,2.77B,1.45,0.31,83.22%,11.14%,-3.76%,71.32M,4.84,30.27%,1.34%,4.90,28.24%,609.78M,8.90,16.66%,17.16%,5.43M,-2.51%,5.81,14.89,19.75%,24.16%,61.39 -15.82%,63.80%,3.47,75.60,104.43% 15.11%,20.69%,25.79 100.39%,167.77%,-,33.09,12.54% 14.44%,36.33%,3.86%,4.84%,-,-,4.54,27.07%,13.53%,2.88,-,-,2.66,18.17%,11.70%,41.97,1.55,- -,3.62,62.70%,-6.52%,0.40,62.22,0.00%,0.04,0.39%,-6.15%,1.05,53.87,336,0.04,Feb 18 BMO,14.22%,1.11M,51.68,"Oct 21, 2021",Yes / Yes,-28.29% 7.19%,"

","1,167,232",-4.07%,COCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PC Connection, Inc",Technology,Electronics & Computer Distribution,USA,NASD,RUT,17.87,3.27,63.77%,25.22M,2.70%,1.47B,13.95,4.20,0.00%,9.13M,-3.77%,1.07B,-,0.62,41.10%,3.78%,-0.78%,83.72M,0.51,10.32%,-0.95%,4.13,-5.49%,2.87B,1.62,10.54%,6.28%,0.35M,1.32%,36.09,3.63,-,9.19%,71.17 -17.77%,-6.77%,16.14,25.40,-1.08% 9.06%,9.19%,54.97 6.47%,36.44%,-,9.14,-2.77% 2.09%,18.37%,3.14%,2.83%,28.53%,0.65 (1.11%),0.37,-0.59%,3.67%,1.82,168.35%,"Feb 17, 2026",2.56,2.52%,2.91%,44.99,3.00,- -,2.90,4.51%,-1.74%,0.84,76.00,18.37%,0.00,-0.84%,-2.87%,0.62,58.41,2525,0.00,Feb 04 AMC,-4.73%,83.53K,58.52,"Mar 03, 1998",Yes / Yes,5.81% -4.43%,"

","52,116",0.19%,CNXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concentrix Corp,Technology,Information Technology Services,USA,NASD,-,-,-21.42,30.27%,70.55M,-13.16%,1.70B,2.16,12.84,0.02%,42.79M,-11.27%,6.22B,-,2.64,85.39%,25.08%,-31.06%,-1.33B,0.17,4.37%,-3.13%,7.47,-50.14%,9.95B,0.70,9.63%,-11.77%,10.73M,-33.33%,39.53,7.64,-,-38.94%,66.00 -58.00%,-39.32%,3.63,2.97,- -,-19.58%,24.27 14.22%,-76.43%,1.44 (5.19%),4.86,15.82% 15.80%,28.08%,11.89%,7.63%,-81.12%,1.39 (5.00%),0.63,-635.89%,6.49%,2.61,-,"Apr 24, 2026",1.40,3.81%,-13.34%,40.37,1.75,10.06% -,1.18,-66.24%,-12.48%,0.53,41.25,-,1.70,5.40%,-20.61%,1.68,24.67,455000,1.43,Mar 24 BMO,-37.41%,1.44M,27.72,"Nov 24, 2020",Yes / Yes,-1.32% 0.31%,"

","2,418,641",12.36%,CNXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNX Resources Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,10.89,3.67,4.79%,142.59M,-1.48%,5.70B,9.98,4.01,-1.01%,135.55M,3.28%,8.29B,0.43,0.84,95.59%,12.75%,6.04%,633.16M,2.66,5.43%,-1.39%,7.34,26.77%,2.14B,1.32,49.69%,7.19%,17.28M,8.81%,30.42,423.19,22.96%,15.01%,43.62 -8.28%,25.86%,0.09,10.67,- -,9.48%,27.68 44.54%,154.19%,-,6.06,-18.26% 14.56%,46.84%,4.30%,4.12%,156.15%,-,3.87,850.36%,37.07%,1.62,338.47%,"Feb 11, 2016",0.41,48.76%,29.55%,46.58,3.67,- -,0.44,230.79%,-2.91%,0.63,38.27,0.00%,0.60,28.32%,1.33%,0.69,40.38,390,0.54,Jan 29 BMO,14.60%,2.35M,40.01,"Apr 26, 1999",Yes / Yes,78.24% 38.60%,"

","1,632,822",-0.92%,CNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centessa Pharmaceuticals plc ADR,Healthcare,Biotechnology,United Kingdom,NASD,-,-,-1.82,35.58%,134.42M,3.74%,3.95B,-,-1.66,-0.94%,86.59M,9.01%,3.82B,-,-0.37,71.86%,7.64%,16.39%,-242.05M,262.41,33.95%,7.41%,4.86,22.65%,15.06M,13.10,-21.67%,-45.75%,6.62M,17.55%,2.24,16.05,5.04%,-60.46%,30.58 -3.86%,102.20%,1.83,-,21.40% -210.04%,-57.75%,9.60 206.25%,684.00%,-,-,- -,93.96%,8.41%,6.02%,-,-,253.92,-18.92%,-1418.34%,1.66,-,-,10.57,117.83%,-1607.47%,61.94,1.00,- -,10.57,-9.92%,7.53%,1.50,41.25,-,0.39,-,14.53%,1.37,28.22,77,0.39,Nov 05 BMO,33.57%,1.36M,29.40,"May 28, 2021",Yes / Yes,-5.56% -100.00%,"

","1,863,513",4.18%,CNTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohen & Steers Inc,Financial,Asset Management,USA,NYSE,RUT,20.83,2.97,46.78%,51.03M,-1.81%,3.18B,16.41,3.77,1.04%,27.35M,-8.39%,3.25B,-,0.78,54.25%,5.11%,-2.07%,153.22M,5.57,8.09%,-4.69%,3.96,-7.05%,571.47M,5.62,13.02%,17.43%,1.40M,-1.34%,11.01,21.88,-,28.54%,83.99 -26.25%,-23.24%,2.83,16.52,-5.01% 13.58%,22.37%,58.39 6.08%,1.79%,2.60 (4.20%),16.55,-0.15% 6.24%,85.53%,3.64%,3.38%,-3.63%,2.53 (4.08%),5.68,-0.13%,32.63%,2.16,98.22%,"Mar 09, 2026",3.33,11.07%,26.81%,39.03,2.67,4.07% 9.71%,3.33,-23.79%,-3.47%,1.26,70.50,83.40%,0.25,12.61%,-5.05%,1.07,61.90,424,0.22,Jan 22 AMC,-9.66%,352.88K,61.94,"Aug 13, 2004",Yes / Yes,0.00% 0.46%,"

","377,071",0.06%,CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core Natural Resources Inc,Energy,Thermal Coal,USA,NYSE,RUT,-,-3.01,2.27%,50.98M,1.47%,5.54B,14.55,7.47,-6.17%,49.82M,25.14%,5.54B,-,0.36,94.98%,4.33%,21.65%,-153.22M,1.33,221.88%,3.45%,2.44,31.01%,4.16B,1.51,105.67%,-3.22%,2.16M,22.78%,72.16,11.80,-,-5.84%,113.57 -4.31%,40.53%,9.21,261.69,- -51.45%,-3.79%,58.19 86.75%,100.39%,2.00 (1.84%),12.19,21.92% 32.88%,-0.03%,4.82%,5.53%,1010.37%,0.40 (0.37%),1.33,-131.24%,-4.00%,5.27,-,"Mar 02, 2026",1.15,88.44%,-3.68%,64.64,1.00,-27.51% -,1.60,-247.84%,11.40%,0.23,112.80,5.20%,0.13,76.66%,14.84%,0.87,110.57,4850,0.10,Feb 12 BMO,30.05%,884.71K,108.67,"Nov 14, 2017",Yes / Yes,-338.37% 4.07%,"

","773,214",-1.72%,CNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Natural Resources Ltd,Energy,Oil & Gas E&P,Canada,NYSE,-,13.20,3.69,2.22%,2.08B,-3.72%,101.52B,17.93,2.71,0.00%,2.04B,14.33%,115.42B,1.83,0.62,76.75%,7.24%,48.25%,7.73B,3.66,-1.99%,-8.04%,14.03,48.47%,27.71B,3.13,6.73%,11.68%,147.65M,43.78%,15.55,206.78,9.80%,25.84%,51.34 -5.20%,55.54%,0.24,16.79,0.02% -,16.74%,24.65 97.44%,89.38%,1.81 (3.72%),8.98,-5.13% 17.11%,23.18%,2.82%,2.87%,220.44%,1.74 (3.58%),4.17,76.19%,21.12%,1.33,278.91%,"Mar 20, 2026",0.63,6.48%,27.89%,66.31,2.17,12.18% 21.67%,0.95,374.31%,2.90%,0.56,44.17,45.42%,0.44,1.79%,15.73%,1.32,49.18,10750,0.43,Mar 05 BMO,41.15%,10.52M,48.67,"Jul 31, 2000",Yes / Yes,23.62% -0.78%,"

","13,925,953",-1.04%,CNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centerpoint Energy Inc,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,26.32,1.61,0.53%,652.87M,-2.13%,27.64B,20.36,2.08,-0.18%,649.39M,-1.99%,50.68B,2.32,0.59,94.36%,6.06%,11.48%,1.05B,2.95,8.47%,1.54%,7.23,8.51%,9.36B,2.48,8.93%,2.25%,39.33M,10.41%,17.08,49.44,8.78%,9.64%,44.39 -4.64%,19.11%,0.86,-,0.22% -,3.31%,34.72 21.94%,49.36%,0.94 (2.21%),13.92,0.13% 4.75%,28.71%,2.07%,1.76%,92.67%,0.89 (2.10%),5.42,1.51%,22.55%,0.77,101.57%,"Feb 19, 2026",0.79,8.26%,11.24%,47.80,2.26,7.93% 3.53%,0.91,6.48%,-1.85%,0.55,45.14,54.85%,2.12,10.74%,1.55%,0.47,42.07,8794,1.85,Feb 19 BMO,8.42%,5.44M,42.33,"Aug 16, 1943",Yes / Yes,0.00% 8.55%,"

","2,548,283",0.62%,CNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConnectOne Bancorp Inc,Financial,Banks - Regional,USA,NASD,RUT,17.66,1.50,5.79%,50.27M,1.07%,1.33B,7.42,3.57,-2.28%,47.36M,-4.09%,-,-,0.73,75.19%,4.11%,-1.45%,74.23M,1.96,97.30%,2.61%,6.29,5.29%,679.93M,0.91,11.01%,0.67%,1.95M,1.03%,29.09,-,-,5.70%,29.28 -9.53%,7.86%,-,13.18,-18.43% -1.79%,4.06%,20.61 28.53%,47.17%,0.75 (2.82%),-,20.67% 16.08%,-,2.64%,3.20%,2.28%,0.72 (2.72%),-,-14.35%,21.98%,0.83,67.76%,"Feb 13, 2026",-,27.18%,10.92%,50.92,1.00,5.11% 14.87%,0.05,54.04%,1.57%,1.09,31.30,44.05%,0.72,45.97%,-1.93%,0.87,26.27,756,0.16,Jan 29 BMO,4.35%,309.56K,26.49,"Jun 04, 1996",Yes / Yes,3.88% -0.50%,"

","270,254",0.84%,CNOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNO Financial Group Inc,Financial,Insurance - Life,USA,NYSE,RUT,18.31,2.24,3.30%,94.48M,2.63%,3.86B,8.38,4.89,-9.63%,91.17M,-3.21%,-,1.13,0.95,94.93%,2.04%,-5.99%,221.50M,0.86,-0.06%,-0.79%,2.86,3.91%,4.50B,1.47,11.11%,0.64%,1.86M,-3.56%,27.92,-,7.44%,8.62%,44.85 -8.68%,-3.26%,-,5.71,-24.59% 1.73%,3.27%,34.63 18.28%,93.94%,0.67 (1.63%),-,6.58% 3.32%,-,2.02%,2.47%,63.84%,0.68 (1.66%),-,-40.16%,13.66%,1.03,126.80%,"Mar 10, 2026",-,0.12%,4.92%,48.89,2.71,6.80% 7.35%,-,-39.50%,0.15%,0.85,47.60,29.17%,1.57,3.18%,-1.77%,0.95,40.61,3300,1.57,Feb 05 AMC,2.29%,649.65K,40.96,"Sep 11, 2003",Yes / Yes,21.99% 13.93%,"

","619,536",0.86%,CNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conmed Corp,Healthcare,Medical Devices,USA,NYSE,RUT,24.18,1.52,0.83%,30.97M,-0.43%,1.13B,7.44,4.93,-1.45%,30.58M,-20.31%,1.98B,1.14,0.82,110.45%,7.37%,-7.57%,47.05M,0.82,-5.12%,-1.68%,4.09,-24.47%,1.37B,1.10,13.14%,2.03%,2.25M,-9.75%,33.36,27.68,6.54%,4.72%,61.25 -40.18%,-39.29%,1.32,7.49,- 36.14%,2.46%,35.37 3.59%,-62.23%,-,10.01,10.08% 9.82%,52.36%,3.74%,3.77%,-71.65%,0.40 (1.09%),1.44,-64.59%,10.15%,1.51,-5.95%,"Sep 15, 2025",1.01,5.51%,3.42%,34.03,3.00,- -,2.14,-50.23%,-6.16%,0.96,44.20,18.82%,0.86,8.59%,-10.14%,0.74,37.08,3900,0.85,Jan 28 AMC,-20.60%,551.11K,36.64,"Jul 23, 1987",Yes / Yes,8.01% 1.72%,"

","407,288",-1.19%,CNMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core & Main Inc,Industrials,Industrial Distribution,USA,NYSE,-,21.50,2.31,0.56%,188.77M,4.46%,9.66B,16.81,2.95,0.00%,187.01M,-8.47%,11.95B,1.04,0.55,108.46%,4.09%,-7.67%,441.00M,1.26,10.18%,-5.87%,3.43,-0.54%,7.65B,4.69,16.00%,7.38%,7.64M,-4.52%,10.58,43.91,16.12%,23.87%,67.18 -26.14%,0.24%,1.13,15.99,2.70% 58.46%,10.17%,43.17 14.93%,135.84%,-,13.08,4.76% 15.99%,24.53%,5.46%,3.89%,-,-,1.56,8.42%,9.52%,2.01,-,-,1.51,2.77%,5.77%,43.36,2.00,- -,2.63,9.05%,-0.89%,0.99,62.42,0.00%,1.22,-6.89%,-8.00%,0.93,50.57,5600,1.17,Mar 24 BMO,-10.65%,2.23M,49.62,"Jul 23, 2021",Yes / Yes,11.21% -0.51%,"

","2,060,703",-1.88%,CNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collective Mining Ltd,Basic Materials,Gold,Canada,AMEX,-,-,-0.58,46.45%,84.86M,-6.04%,1.22B,-,-0.31,0.00%,46.18M,-29.48%,1.18B,-,-0.11,38.13%,1.63%,-6.04%,-45.88M,-,-29.63%,14.15%,10.32,6.07%,0.00M,19.71,33.57%,-94.11%,0.75M,-2.95%,0.72,23.07,17.54%,-120.35%,21.24 -33.33%,63.51%,0.61,-,6.01% -87.72%,-68.82%,7.56 87.30%,360.49%,-,-,- -,-,7.03%,7.40%,-,-,-,-67.56%,-,1.24,-,-,4.64,-,-,38.62,1.00,- -,4.64,-38.46%,-15.48%,-1.35,22.42,-,0.16,-,-16.88%,0.67,14.62,102,0.09,Nov 12 AMC,8.23%,72.99K,14.16,"Jul 16, 2021",No / Yes,-24.16% -,"

","49,186",-3.15%,CNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinemark Holdings Inc,Communication Services,Entertainment,USA,NYSE,RUT,28.77,0.98,11.20%,115.53M,6.60%,3.25B,12.04,2.34,-0.52%,102.59M,8.12%,5.90B,0.34,-0.16,109.79%,10.86%,23.72%,136.50M,1.04,96.82%,-1.73%,4.34,-1.61%,3.12B,8.01,14.10%,2.87%,11.14M,20.96%,3.51,9.43,35.62%,27.31%,34.01 -17.35%,7.87%,2.98,18.33,- -,4.32%,21.60 30.14%,109.46%,0.31 (1.09%),10.86,8.26% 35.33%,18.55%,3.38%,3.73%,36.66%,0.34 (1.21%),1.90,-52.29%,10.97%,1.00,-21.15%,"Mar 03, 2026",0.67,2.15%,4.38%,61.34,1.62,- -1.73%,0.71,-15.74%,3.09%,1.12,31.85,31.66%,7.38,-4.67%,8.63%,0.48,27.67,27900,6.80,Feb 18 BMO,4.74%,2.57M,28.11,"Apr 24, 2007",Yes / Yes,-37.33% 0.24%,"

","1,242,135",1.59%,CNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian National Railway Co,Industrials,Railroads,Canada,NYSE,-,18.75,5.42,3.34%,613.30M,2.51%,62.11B,15.99,6.35,0.00%,590.98M,-6.82%,77.55B,1.86,1.29,70.31%,0.89%,2.88%,3.38B,5.02,4.25%,0.88%,3.05,10.24%,12.38B,3.96,10.67%,8.20%,5.24M,2.77%,25.66,234.54,8.58%,22.24%,113.08 -10.16%,1.52%,0.43,25.54,-1.85% 7.72%,10.98%,90.74 11.96%,-10.64%,2.67 (2.63%),12.71,-1.96% 3.75%,44.88%,2.17%,2.35%,-13.05%,2.61 (2.57%),6.26,5.79%,38.08%,2.49,67.23%,"Mar 10, 2026",0.47,-0.52%,27.28%,43.22,2.09,4.12% 8.23%,0.67,11.61%,-3.44%,0.92,111.28,46.91%,1.00,2.73%,-2.21%,0.52,101.89,23839,0.96,Jan 30 BMO,2.82%,1.72M,101.59,"Nov 26, 1996",Yes / Yes,5.41% 1.72%,"

","885,774",-0.29%,CNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNH Industrial NV,Industrials,Farm & Heavy Construction Machinery,United Kingdom,NYSE,-,26.90,0.41,30.13%,1.24B,8.73%,13.60B,14.98,0.73,0.02%,867.02M,-11.26%,37.50B,0.71,0.01,70.59%,5.57%,17.09%,510.00M,0.75,-23.29%,-0.26%,3.42,0.83%,18.10B,1.76,73.46%,1.19%,48.28M,18.87%,6.22,4.21,21.18%,6.63%,14.27 -23.20%,-13.36%,2.60,10.15,-35.07% -,1.47%,9.00 21.78%,-24.88%,0.27 (2.50%),10.86,-8.40% -7.02%,31.64%,4.53%,3.66%,-19.24%,0.25 (2.28%),2.07,-60.95%,15.61%,0.44,84.98%,"May 21, 2025",6.60,-8.81%,2.82%,47.85,2.14,- -,7.75,-50.22%,-0.49%,1.27,13.43,25.28%,3.50,5.70%,-4.48%,1.62,11.16,34197,3.49,Feb 17 BMO,-2.76%,14.11M,10.96,"Sep 30, 2013",Yes / Yes,76.58% 4.04%,"

","22,898,334",-1.79%,CNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centene Corp,Healthcare,Healthcare Plans,USA,NYSE,S&P 500,-,-13.62,2.10%,491.76M,-5.65%,16.50B,8.38,4.01,-0.64%,481.44M,-21.39%,-,0.21,2.12,97.26%,2.43%,-15.25%,-6.67B,0.08,43.42%,-1.62%,1.79,-3.15%,194.78B,0.83,34.32%,-8.28%,11.70M,-18.44%,40.57,-,39.17%,-28.79%,66.03 -49.17%,-44.57%,-,3.82,- -,-17.60%,25.08 33.84%,-47.60%,-,-,10.45% 11.88%,-,4.66%,4.56%,-48.26%,-,-,-317.13%,-0.15%,1.67,5.27%,-,-,19.44%,-3.43%,33.42,2.70,- -,1.10,-497.29%,-11.42%,0.57,42.47,0.00%,0.91,21.86%,-17.79%,1.16,32.73,61100,0.90,Feb 06 BMO,-10.47%,6.55M,33.56,"Dec 13, 2001",Yes / Yes,2.55% 2.77%,"

","7,587,195",2.54%,CNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
