Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Pennant Group Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,37.05,0.84,4.84%,34.63M,-6.09%,1.08B,19.74,1.57,0.00%,32.98M,-4.73%,1.56B,1.13,0.31,91.74%,3.05%,5.73%,29.58M,1.13,11.38%,2.15%,3.50,26.20%,947.71M,3.23,19.59%,3.41%,1.00M,10.20%,9.61,63.18,17.52%,9.45%,35.00 -11.37%,27.71%,0.49,40.88,56.07% 9.97%,3.88%,21.73 42.75%,128.93%,-,23.76,26.05% 19.37%,12.92%,4.65%,5.16%,-31.40%,-,1.65,18.03%,6.02%,1.45,-,-,1.14,36.31%,3.12%,42.37,1.00,- -,1.14,49.51%,-5.92%,1.29,37.83,0.00%,1.38,53.17%,-0.79%,0.90,31.37,9700,1.29,Feb 25 AMC,13.55%,287.12K,31.02,"Oct 01, 2019",Yes / Yes,7.46% 5.14%,"

","257,754",-1.12%,PNTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,NYSE,S&P 500,22.16,3.95,0.68%,163.20M,-1.99%,14.30B,15.01,5.84,-2.45%,162.13M,-13.85%,15.96B,1.73,1.17,97.37%,2.99%,-15.68%,653.80M,3.42,8.64%,0.60%,2.80,-20.45%,4.18B,3.69,9.20%,9.76%,4.85M,-15.90%,23.71,140.71,8.65%,17.48%,113.95 -23.14%,-2.53%,0.62,19.16,10.80% 13.02%,11.66%,74.25 17.95%,69.14%,1.07 (1.22%),15.34,0.44% 6.71%,40.48%,2.70%,2.75%,46.31%,1.02 (1.16%),3.82,5.49%,22.10%,2.68,147.71%,"Apr 17, 2026",0.95,2.28%,15.66%,32.53,1.91,6.27% 5.78%,1.61,1.09%,-5.24%,1.24,115.76,25.82%,0.46,4.89%,-11.15%,0.83,88.44,9000,0.45,Feb 03 BMO,-15.82%,1.73M,87.58,"Nov 01, 1982",Yes / Yes,1.86% 1.28%,"

","1,435,424",-0.97%,PNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacle Financial Partners Inc,Financial,Banks - Regional,USA,NYSE,-,10.38,8.10,1.09%,151.20M,1.13%,12.72B,7.10,11.84,-0.05%,149.55M,-11.17%,-,0.39,2.31,46.80%,3.17%,-16.43%,626.67M,4.00,22.73%,2.08%,2.64,-11.64%,3.18B,0.96,15.27%,1.16%,4.74M,-11.85%,87.86,-,18.27%,9.53%,120.46 -30.18%,-23.42%,-,18.73,4.03% 14.90%,6.66%,81.08 3.72%,55.02%,1.84 (2.18%),-,24.62% 20.59%,-,2.53%,3.26%,-1.98%,1.22 (1.45%),-,35.55%,20.54%,2.97,76.98%,"Feb 06, 2026",-,5.95%,19.69%,35.25,1.75,2.94% 8.45%,0.17,12.03%,-3.60%,1.01,114.40,11.90%,0.41,3.88%,-10.00%,0.84,83.85,3709,0.34,Jan 21 AMC,-12.52%,1.80M,84.10,"Aug 22, 2000",Yes / Yes,-1.06% -0.64%,"

","1,503,759",0.30%,PNFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC Financial Services Group Inc,Financial,Banks - Regional,USA,NYSE,S&P 500,12.43,16.60,0.42%,403.37M,1.19%,83.24B,9.94,20.77,-3.76%,401.69M,-6.53%,-,0.90,3.92,83.89%,1.71%,-1.83%,6.58B,2.45,9.81%,-0.32%,2.51,1.59%,33.94B,1.47,14.00%,1.21%,6.87M,-1.14%,140.43,-,10.99%,11.99%,243.94 -15.41%,16.89%,-,8.81,6.22% -0.44%,6.12%,145.12 42.19%,66.21%,6.98 (3.38%),-,9.83% 13.20%,-,2.78%,2.67%,21.20%,6.70 (3.25%),-,20.68%,25.00%,5.88,143.34%,"Jan 20, 2026",-,0.09%,19.37%,43.06,1.72,4.70% 7.49%,0.14,29.33%,-0.74%,0.97,252.67,39.74%,1.00,0.01%,-5.86%,0.89,203.93,53859,0.77,Apr 15 BMO,2.82%,2.74M,206.35,"Mar 17, 1980",Yes / Yes,16.12% 1.89%,"

","2,443,433",1.19%,PNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Morris International Inc,Consumer Defensive,Tobacco,USA,NYSE,S&P 500,22.56,7.26,0.22%,1.56B,-5.18%,255.09B,17.79,9.21,-4.41%,1.55B,-12.47%,301.53B,1.78,1.83,82.99%,1.09%,4.48%,11.32B,6.29,12.05%,0.41%,3.20,1.17%,40.54B,-,9.01%,17.28%,16.93M,2.16%,-6.42,52.14,10.02%,-,191.30 -14.34%,8.13%,3.14,23.92,7.70% 7.09%,31.73%,142.11 15.31%,80.57%,5.99 (3.66%),18.35,8.74% 7.15%,65.23%,2.52%,2.72%,85.06%,5.76 (3.51%),7.44,60.63%,35.61%,4.72,67.95%,"Mar 19, 2026",0.51,7.56%,27.91%,35.62,1.89,3.82% 3.54%,0.96,467.40%,-5.59%,0.45,195.54,77.65%,-,7.04%,-7.17%,0.91,163.24,84900,-,Feb 06 BMO,-1.82%,5.29M,163.87,"Mar 17, 2008",Yes / Yes,0.02% -0.21%,"

","4,822,000",0.39%,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plexus Corp,Technology,Electronic Components,USA,NASD,RUT,33.30,6.43,1.53%,26.71M,9.51%,5.74B,24.80,8.64,-16.95%,26.38M,8.39%,5.68B,3.19,1.88,99.57%,4.06%,39.69%,176.80M,1.39,3.58%,2.12%,3.32,49.09%,4.13B,3.86,12.21%,5.65%,1.07M,45.67%,55.44,23.00,7.77%,12.63%,211.84 1.08%,61.24%,9.31,75.19,8.80% 9.78%,11.05%,103.43 107.03%,126.45%,-,20.49,1.90% 3.53%,9.74%,5.70%,4.74%,141.71%,-,1.38,49.09%,4.84%,9.54,459.96%,-,0.75,4.36%,4.28%,66.15,2.50,- -,1.59,12.18%,9.22%,0.76,200.80,0.00%,0.13,9.60%,10.94%,1.25,202.79,20000,0.08,Jan 28 AMC,39.29%,323.11K,214.13,"Feb 05, 1986",Yes / Yes,1.38% -0.24%,"

","405,206",5.59%,PLXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ePlus Inc,Technology,Software - Application,USA,NASD,RUT,15.76,4.87,2.20%,26.39M,1.61%,2.03B,13.85,5.54,-0.22%,25.81M,-2.54%,1.70B,1.08,0.98,96.18%,3.51%,-14.24%,128.43M,0.86,11.67%,-2.02%,5.44,2.51%,2.35B,1.91,6.33%,6.89%,0.91M,-12.45%,40.29,6.21,12.79%,12.23%,93.98 -18.30%,16.40%,12.36,-,1.00% 9.48%,12.08%,53.83 42.63%,58.70%,-,8.99,4.20% 5.42%,24.73%,3.47%,3.34%,55.36%,0.75 (0.98%),0.72,24.04%,6.76%,2.88,292.74%,"Feb 24, 2026",1.67,12.22%,5.45%,43.28,1.00,- -,2.02,47.08%,-0.84%,1.01,115.00,0.00%,0.00,22.35%,-6.55%,1.15,76.02,2199,0.00,Feb 04 AMC,-1.37%,166.64K,76.78,"Nov 15, 1996",Yes / Yes,43.56% 11.41%,"

","190,857",1.00%,PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plug Power Inc,Industrials,Electrical Equipment & Parts,USA,NASD,RUT,-,-1.33,4.55%,1.39B,-1.72%,3.19B,-,-0.21,-0.10%,1.33B,24.46%,3.66B,-,-0.10,47.56%,24.60%,4.09%,-1.63B,4.50,78.00%,9.20%,3.43,-13.58%,709.92M,3.26,33.97%,-52.65%,327.29M,16.24%,0.70,5.75,53.96%,-120.31%,4.58 -50.00%,48.70%,0.40,-,-4.44% 3.27%,-89.92%,0.69 231.88%,-79.61%,-,-,0.40% 18.29%,-34.09%,7.57%,8.33%,-93.10%,-,5.15,47.36%,-95.73%,0.17,13.37%,-,1.46,12.90%,-229.83%,54.62,2.70,- -,2.31,58.45%,5.14%,1.81,2.67,-,1.02,17.63%,6.47%,0.63,2.31,2582,0.86,Mar 02 AMC,10.04%,95.30M,2.29,"Oct 29, 1999",Yes / Yes,-504.61% 3.60%,"

","60,179,629",-0.87%,PLUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palantir Technologies Inc,Technology,Software - Infrastructure,USA,NASD,"NDX, S&P 500",244.60,0.63,8.56%,2.29B,-0.19%,370.18B,83.64,1.85,-2.00%,2.19B,18.51%,363.33B,1.59,0.28,56.07%,2.38%,-19.96%,1.63B,82.71,72.05%,1.64%,1.07,-13.69%,4.48B,50.10,43.42%,21.32%,52.04M,-12.92%,3.09,51.56,52.73%,26.23%,207.52 -25.41%,59.98%,3.00,176.23,- -,21.46%,66.12 134.09%,1787.56%,-,252.29,32.92% 32.58%,82.37%,4.74%,4.25%,607.40%,-,81.18,232.56%,31.59%,7.00,-,-,7.11,56.18%,36.31%,53.86,1.94,- -,7.11,658.01%,2.88%,1.64,193.09,0.00%,0.03,70.00%,2.64%,1.15,160.84,4429,0.02,Feb 02 AMC,-5.48%,48.41M,154.78,"Sep 30, 2020",Yes / Yes,8.60% 4.90%,"

","55,504,007",-3.77%,PLTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtika Holding Corp,Communication Services,Electronic Gaming & Multimedia,Israel,NASD,RUT,-,-0.55,80.93%,377.00M,-0.69%,1.09B,4.56,0.63,0.00%,72.34M,-8.45%,2.80B,-,0.08,15.71%,13.50%,-30.17%,-206.40M,0.40,190.40%,-1.81%,5.40,-21.80%,2.76B,-,26.49%,-5.61%,9.76M,-27.34%,-1.09,1.32,-,-,5.59 -48.66%,-34.92%,2.17,1.93,- -,-9.91%,2.67 7.29%,-73.25%,0.08 (2.67%),4.14,1.75% 3.05%,72.47%,3.43%,5.55%,-88.72%,0.40 (13.94%),1.02,-224.83%,16.03%,0.15,-,"Dec 26, 2025",1.09,8.08%,-7.49%,43.37,2.38,- -,1.09,-1734.15%,-0.76%,0.86,5.05,91.76%,-,4.38%,-11.88%,0.53,2.93,3175,-,Feb 26 BMO,-25.75%,1.81M,2.87,"Jan 15, 2021",Yes / Yes,-706.06% 2.63%,"

","953,283",-2.05%,PLTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulse Biosciences Inc,Healthcare,Medical Instruments & Supplies,USA,NASD,RUT,-,-1.08,74.03%,67.84M,-4.61%,1.45B,-,-1.28,-0.26%,17.66M,5.45%,1.37B,-,-0.27,9.47%,14.34%,39.52%,-72.78M,4135.67,-56.40%,6.25%,7.58,21.24%,0.35M,17.91,-8.47%,-63.24%,2.53M,55.06%,1.19,17.93,-1.54%,-74.45%,26.30 -19.05%,32.48%,1.19,-,14.44% 12.82%,-84.03%,12.56 69.51%,654.96%,-,-,-20.63% -,-358.29%,7.01%,6.92%,-7.48%,-,3926.53,-19.63%,-21982.57%,1.53,-,-,10.51,-,-20794.57%,55.55,1.00,- -,10.53,17.67%,5.71%,1.73,30.00,-,0.09,-,14.03%,0.52,20.93,116,0.07,Feb 19 AMC,29.71%,334.13K,21.29,"May 18, 2016",Yes / Yes,30.98% 76.00%,"

","173,346",1.72%,PLSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preformed Line Products Co,Industrials,Electrical Equipment & Parts,USA,NASD,RUT,38.71,7.14,31.30%,4.91M,9.01%,1.35B,24.59,11.24,0.00%,3.36M,8.39%,1.32B,1.73,1.82,64.65%,5.76%,28.45%,35.28M,2.02,15.29%,5.22%,1.59,33.96%,669.34M,2.85,12.06%,5.75%,0.19M,33.71%,96.89,16.23,14.24%,7.86%,287.96 -4.02%,88.21%,17.03,40.60,-13.10% 3.61%,6.85%,128.00 115.93%,122.72%,-,16.86,1.66% 7.49%,31.16%,4.95%,6.04%,323.13%,0.81 (0.29%),1.97,-5.15%,8.24%,15.17,675.94%,"Apr 01, 2026",1.87,12.74%,5.27%,60.46,1.00,0.41% 0.25%,3.17,-19.23%,7.13%,0.75,275.00,11.35%,0.10,3.59%,7.43%,2.31,274.36,3734,0.08,Mar 04 AMC,32.97%,121.98K,276.39,"Apr 28, 1999",No / Yes,4.88% -4.36%,"

","282,064",0.74%,PLPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planet Fitness Inc,Consumer Cyclical,Leisure,USA,NYSE,-,28.73,2.62,0.41%,80.45M,1.57%,6.02B,18.53,4.06,0.00%,79.37M,-17.12%,8.45B,1.12,0.63,119.81%,8.25%,-32.47%,219.10M,4.54,10.15%,-5.19%,3.45,-26.11%,1.32B,-,20.04%,7.10%,6.54M,-30.66%,-6.00,11.60,16.49%,-,114.47 -34.30%,-26.38%,6.48,23.62,30.57% -,9.15%,73.01 3.01%,0.99%,-,15.49,12.23% 26.63%,40.17%,3.34%,4.14%,2.34%,-,6.38,30.55%,29.42%,3.06,448.37%,"Nov 18, 2016",2.08,12.06%,16.55%,35.83,1.29,- -,2.11,30.72%,-3.31%,1.31,112.06,0.00%,-,10.52%,-13.62%,0.97,74.95,4020,-,Feb 24 BMO,-25.06%,1.89M,75.21,"Aug 06, 2015",Yes / Yes,4.85% 2.27%,"

","1,840,243",0.35%,PLNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,16.99,7.18,2.42%,26.52M,2.48%,3.26B,11.16,10.93,-10.14%,26.04M,1.04%,-,0.78,2.21,92.40%,2.07%,-9.60%,197.07M,3.72,21.54%,-1.23%,2.12,4.69%,875.72M,3.43,14.39%,10.33%,0.54M,-9.47%,35.54,-,14.37%,23.58%,175.85 -30.62%,-9.62%,-,7.77,52.48% 96.55%,20.77%,107.75 13.23%,127.23%,-,-,38.86% 39.05%,-,2.80%,3.30%,89.15%,-,-,61.00%,28.95%,4.32,-,-,-,58.30%,22.50%,49.82,1.44,- -,1.29,59.95%,0.18%,0.53,165.67,0.00%,0.01,63.36%,-2.05%,0.93,120.50,439,0.01,Feb 11 AMC,-4.21%,253.38K,122.00,"Apr 17, 2019",Yes / Yes,7.66% 2.41%,"

","235,552",1.24%,PLMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Inc,Real Estate,REIT - Industrial,USA,NYSE,S&P 500,36.65,3.56,0.33%,929.15M,-2.15%,124.00B,36.24,3.60,-2.54%,926.48M,-7.38%,164.60B,11.12,0.81,95.46%,1.34%,2.45%,3.32B,14.11,-6.00%,-0.37%,3.65,14.41%,8.79B,2.28,7.50%,3.43%,12.39M,2.11%,57.18,108.24,3.26%,6.21%,143.95 -9.45%,18.22%,1.20,30.11,-4.88% 12.73%,3.76%,85.35 52.72%,11.38%,4.26 (3.27%),27.25,13.74% 14.64%,44.70%,2.23%,2.13%,25.55%,4.10 (3.15%),18.73,-10.73%,38.84%,3.23,208.01%,"Mar 17, 2026",0.52,7.18%,37.80%,39.98,1.92,8.53% 11.73%,0.52,8.89%,-3.74%,1.42,142.53,113.56%,0.70,2.37%,-3.16%,0.91,130.31,2802,0.66,Apr 16 BMO,7.62%,3.40M,130.35,"Nov 21, 1997",Yes / Yes,102.06% 0.14%,"

","3,079,096",0.03%,PLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polibeli Group Ltd,Consumer Cyclical,Department Stores,Indonesia,NASD,-,-,-0.06,57.32%,366.39M,-2.67%,3.21B,-,-,0.00%,156.36M,10.76%,3.21B,-,-,0.87%,0.02%,-25.53%,-0.66M,-,-,0.01%,3.39,1.91%,0.00M,1.68,-,-1.98%,0.03M,-20.16%,5.22,40073.62,-,-2.15%,14.31 -38.85%,-14.55%,0.00,-,- -,-1.07%,5.60 56.25%,-,-,-,- -,-,8.12%,7.36%,-,-,-,-,-,0.76,-,-,0.04,-,-,49.45,-,- -,0.04,329.03%,4.02%,-1.25,-,-,0.00,-,-7.64%,0.12,8.75,2,0.00,-,-6.82%,7.55K,8.75,"Jul 30, 2024",No / Yes,- -,"

",927,0.00%,PLBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Photronics, Inc",Technology,Semiconductor Equipment & Materials,USA,NASD,RUT,18.16,2.34,4.32%,58.11M,22.61%,2.51B,17.57,2.42,-9.87%,56.42M,14.83%,2.31B,-,0.53,95.40%,5.06%,28.50%,136.49M,2.91,12.27%,0.26%,2.54,69.67%,862.22M,2.04,7.24%,7.57%,2.85M,32.88%,20.85,3.94,-,11.67%,45.40 -6.34%,95.76%,10.80,37.98,5.45% 34.53%,11.27%,16.46 158.35%,159.90%,-,8.03,0.99% 6.85%,35.14%,7.79%,7.02%,262.18%,-,2.68,-1.01%,24.48%,2.52,325.20%,-,4.28,-0.06%,15.83%,66.13,1.00,- -,4.58,7.55%,17.01%,1.45,46.27,0.00%,0.00,6.09%,17.83%,1.29,39.27,1908,0.00,Feb 25 BMO,59.73%,1.12M,42.52,"Mar 10, 1987",Yes / Yes,14.02% 1.96%,"

","1,447,536",8.28%,PLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planet Labs PBC,Industrials,Aerospace & Defense,USA,NYSE,RUT,-,-0.79,23.63%,312.42M,17.54%,10.78B,-,-0.01,-1.44%,260.04M,33.85%,10.60B,-,-0.04,52.03%,14.41%,65.95%,-246.86M,35.04,-186.22%,1.93%,2.92,186.50%,307.73M,56.65,94.13%,-27.75%,37.48M,61.41%,0.56,16.83,-,-78.40%,36.28 -12.27%,695.75%,1.89,187.03,-9.77% 22.92%,-38.36%,2.79 1040.86%,804.26%,-,-,17.18% 22.15%,56.00%,12.65%,9.68%,-,-,34.46,-86.84%,-30.52%,2.93,-,-,1.63,25.94%,-80.22%,64.17,1.64,- -,1.65,-305.06%,19.83%,1.74,32.90,-,2.45,41.05%,25.00%,1.80,33.82,1000,2.42,Mar 19 AMC,119.19%,12.83M,31.83,"Apr 26, 2021",Yes / Yes,100.00% 11.03%,"

","23,058,927",-5.88%,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSCO Holdings Inc ADR,Basic Materials,Steel,South Korea,NYSE,-,37.11,1.56,0.04%,302.48M,-1.54%,17.46B,11.66,4.95,0.00%,302.38M,-14.34%,36.90B,0.21,1.27,2.82%,0.24%,13.13%,470.41M,0.36,184.46%,0.08%,3.49,14.64%,48.63B,0.45,22.18%,0.66%,0.72M,8.46%,127.90,2.97,56.47%,1.23%,71.35 -19.11%,10.90%,19.44,-,-42.53% -18.57%,0.92%,40.80 41.45%,-6.69%,1.76 (3.06%),8.80,-9.59% -0.15%,7.54%,3.21%,3.10%,-14.49%,1.33 (2.30%),0.76,-42.44%,2.60%,2.20,27.82%,"Nov 26, 2025",1.29,-8.83%,0.97%,41.42,1.50,- -,1.88,49.27%,-5.28%,1.45,79.16,60.92%,0.54,-8.77%,-6.85%,0.99,57.83,524,0.31,Jan 28 AMC,4.83%,207.44K,57.71,"Oct 14, 1994",Yes / Yes,-148.17% -0.43%,"

","205,295",-0.21%,PKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,USA,NYSE,S&P 500,24.90,8.57,2.71%,89.21M,-1.14%,19.05B,17.19,12.42,-0.50%,86.80M,-5.34%,22.81B,1.53,2.17,97.72%,4.46%,5.27%,768.80M,2.12,9.67%,1.49%,3.60,0.37%,8.99B,4.14,15.07%,7.71%,3.87M,3.53%,51.54,31.70,11.26%,17.08%,249.51 -14.43%,6.32%,6.73,26.14,-8.01% 12.11%,8.68%,172.71 23.61%,60.35%,5.03 (2.36%),12.13,1.97% 6.19%,21.02%,3.14%,2.88%,64.37%,5.00 (2.34%),2.54,-3.88%,13.67%,6.81,263.65%,"Mar 13, 2026",1.94,7.23%,8.55%,42.43,2.23,1.72% 8.21%,3.17,-53.86%,-3.04%,0.93,244.50,58.26%,0.95,10.13%,-5.26%,0.71,209.06,16800,0.93,Jan 27 AMC,2.15%,1.07M,213.50,"Jan 28, 2000",Yes / Yes,-3.64% -2.98%,"

","765,882",2.12%,PKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,-,-,-1.43,8.68%,199.90M,-0.76%,2.10B,20.90,0.50,0.02%,183.91M,-6.22%,5.82B,-,0.03,100.13%,17.82%,-4.67%,-284.00M,0.83,126.37%,-2.21%,8.34,-10.49%,2.54B,0.66,32.10%,-3.37%,32.78M,-0.48%,15.66,7.94,-,-8.38%,12.39 -15.98%,-9.56%,1.31,20.16,- 25.27%,-5.09%,8.27 25.88%,4.82%,1.02 (9.85%),10.36,0.53% 24.43%,15.15%,3.12%,3.50%,-44.09%,1.00 (9.61%),2.29,-238.97%,8.85%,0.41,-,"Mar 31, 2026",0.23,-2.23%,-11.18%,40.96,2.78,52.86% 17.32%,0.23,-421.50%,-3.70%,1.41,11.75,99.05%,1.29,0.64%,-6.27%,0.78,10.44,90,0.78,Feb 19 AMC,-4.97%,3.93M,10.41,"Dec 13, 2016",Yes / Yes,-2103.85% 0.84%,"

","3,070,489",-0.29%,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT Partners Inc,Financial,Capital Markets,USA,NYSE,RUT,32.06,4.15,7.37%,24.31M,0.99%,3.22B,15.49,8.59,0.00%,22.39M,-9.73%,3.75B,1.38,1.47,85.80%,8.74%,-20.90%,180.12M,1.88,10.49%,-0.75%,5.90,-28.35%,1.71B,10.50,11.40%,10.00%,1.96M,-20.42%,12.68,5.49,11.19%,72.74%,195.62 -31.98%,-10.58%,24.23,6.70,23.97% 8.69%,26.24%,119.76 11.11%,84.81%,1.06 (0.79%),10.00,18.67% 10.24%,-,2.68%,3.34%,106.27%,1.00 (0.75%),2.19,32.74%,20.03%,5.11,422.50%,"Mar 04, 2026",1.96,14.77%,10.51%,31.92,3.00,0.00% 37.97%,1.96,-128.65%,-4.28%,0.91,164.20,14.97%,1.34,12.13%,-15.18%,0.77,133.71,1224,1.23,Feb 03 BMO,-21.51%,331.45K,133.06,"Sep 22, 2015",Yes / Yes,6.39% 0.10%,"

","256,764",-0.49%,PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper Sandler Co's,Financial,Capital Markets,USA,NYSE,RUT,18.67,3.95,3.38%,71.28M,-1.10%,5.26B,12.71,5.81,-2.76%,68.88M,-1.96%,4.78B,-,0.94,85.57%,3.51%,-13.47%,281.33M,2.76,8.74%,0.97%,3.44,-17.58%,1.91B,3.63,20.43%,11.47%,2.42M,-11.64%,20.32,6.50,-,21.65%,93.50 -21.06%,11.77%,11.35,7.54,34.35% 42.23%,19.46%,49.89 47.93%,125.40%,2.24 (3.03%),11.58,10.08% 8.74%,92.19%,3.25%,3.56%,198.62%,0.17 (0.23%),2.50,47.71%,20.19%,3.11,627.76%,"Mar 03, 2026",1.05,24.64%,14.73%,44.18,2.00,4.00% 16.65%,1.05,65.56%,0.03%,1.50,96.81,17.07%,0.08,37.48%,-8.64%,1.25,74.75,1858,0.05,Feb 06 BMO,-8.11%,703.68K,73.81,"Dec 19, 2003",Yes / Yes,45.07% 22.55%,"

","880,913",-1.25%,PIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinterest Inc,Communication Services,Internet Content & Information,USA,NYSE,-,30.11,0.61,13.38%,584.87M,-0.92%,11.78B,8.84,2.08,-0.28%,555.05M,10.19%,9.58B,0.57,0.23,90.19%,6.96%,-29.49%,416.86M,2.79,11.05%,-1.35%,2.04,-47.92%,4.22B,2.58,17.06%,7.68%,38.63M,-28.97%,7.14,4.78,15.43%,8.78%,39.93 -53.94%,-45.98%,3.85,9.41,- -,8.39%,13.84 32.88%,-33.05%,-,27.76,14.63% 20.06%,80.07%,3.52%,4.17%,-73.58%,-,2.27,-77.48%,7.58%,0.87,-,-,7.64,15.79%,9.87%,44.14,2.12,- -,7.64,-84.76%,-1.43%,0.87,23.05,0.00%,0.06,14.32%,-9.92%,1.19,18.92,5265,0.05,Feb 12 AMC,-37.69%,18.97M,18.39,"Apr 18, 2019",Yes / Yes,0.53% -0.77%,"

","22,580,822",-2.80%,PINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polaris Inc,Consumer Cyclical,Recreational Vehicles,USA,NYSE,RUT,-,-8.18,6.74%,56.50M,6.02%,3.21B,17.84,3.18,-1.62%,52.87M,-8.92%,4.74B,-,-0.42,103.12%,13.26%,-18.54%,-465.50M,0.45,16422.39%,5.14%,7.39,1.20%,7.15B,3.87,94.59%,-8.94%,7.01M,-10.40%,14.66,23.28,-,-43.95%,75.25 -24.69%,32.01%,2.43,5.19,- -,-19.15%,30.92 83.28%,-47.10%,2.69 (4.74%),17.91,-5.92% 0.35%,18.18%,4.56%,4.49%,-55.22%,2.69 (4.75%),0.66,-516.91%,-0.30%,2.59,-42.12%,"Mar 02, 2026",0.35,-0.33%,-6.51%,48.74,2.84,1.54% 1.56%,0.98,-2948.75%,2.72%,1.17,66.46,135.34%,2.01,9.49%,-9.37%,1.00,55.83,14500,1.93,Jan 27 BMO,-4.45%,948.16K,56.67,"Sep 16, 1987",Yes / Yes,81.41% 5.90%,"

","948,211",1.50%,PII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PicS N.V,Technology,Software - Infrastructure,Brazil,NASD,-,0.00,910823.66,82.71%,129.59M,-26.84%,1.43B,3.39,3.26,0.09%,22.41M,-29.28%,6.21B,0.04,0.22,0.00%,9.00%,-,200.51M,0.76,54.72%,20.28%,1.78,-,1.87B,0.00,135.08%,3.32%,2.02M,-41.89%,3533723.25,2.03,87.52%,41.47%,19.95 -44.66%,-,5.44,0.65,- -,3.24%,10.30 7.18%,-,-,40.52,47.06% -,55.47%,17.00%,9.90%,-,-,3.32,540.36%,3.94%,1.46,-,-,4.72,79.29%,10.72%,29.27,1.00,- -,4.72,1231.59%,-24.62%,-,22.77,-,7.75,83.75%,-27.26%,0.82,11.85,4000,7.75,Mar 18 AMC,-27.26%,1.13M,11.04,"Jan 29, 2026",No / Yes,25.58% 9.80%,"

","935,522",-6.84%,PICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
