Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Nicolet Bankshares Inc,Financial,Banks - Regional,USA,NYSE,RUT,14.95,9.79,12.49%,21.37M,0.72%,3.13B,10.21,14.35,-0.36%,18.70M,-6.17%,-,-,2.63,38.56%,3.39%,13.98%,150.69M,5.62,24.32%,4.89%,3.16,11.53%,556.52M,1.72,17.50%,1.68%,0.63M,20.73%,84.91,-,-,12.40%,163.11 -10.22%,29.51%,-,21.05,14.26% 11.39%,10.79%,97.90 49.58%,127.43%,1.34 (0.91%),-,18.81% 21.30%,-,3.30%,3.24%,77.27%,1.28 (0.87%),-,22.25%,33.95%,4.97,293.66%,"Mar 02, 2026",-,6.89%,27.08%,47.90,1.40,- -,0.11,20.66%,-2.04%,0.76,175.00,12.68%,0.11,7.21%,-0.77%,0.88,142.29,-,0.11,Jan 20 AMC,10.00%,200.64K,146.44,"May 17, 2013",Yes / Yes,6.89% 2.89%,"

","175,563",2.92%,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiSource Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,S&P 500,23.39,1.95,0.30%,478.43M,-3.34%,21.86B,20.61,2.22,-1.55%,477.11M,-1.13%,40.17B,2.44,1.04,97.38%,2.38%,11.50%,926.90M,3.29,7.96%,1.00%,2.88,10.61%,6.64B,2.31,8.02%,2.69%,11.37M,9.39%,19.75,161.09,8.44%,10.22%,47.96 -4.75%,14.66%,0.28,-,4.91% -,3.72%,35.64 28.17%,70.77%,1.22 (2.66%),13.38,4.32% 7.25%,58.57%,2.32%,1.99%,91.29%,1.14 (2.50%),6.05,20.81%,27.64%,0.97,98.35%,"Apr 30, 2026",0.56,21.76%,13.95%,46.40,1.93,6.01% 5.92%,0.69,12.61%,-2.13%,0.62,49.60,57.34%,1.72,19.85%,0.75%,0.91,45.47,7738,1.64,Feb 11 BMO,7.02%,3.94M,45.68,"Dec 19, 1962",Yes / Yes,2.93% 13.72%,"

","3,603,636",0.46%,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"National Health Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,NYSE,RUT,27.36,3.02,4.74%,48.30M,-3.68%,4.00B,23.06,3.58,0.00%,46.16M,-8.30%,5.16B,-,0.82,71.51%,2.69%,6.06%,141.98M,10.57,9.89%,-0.05%,4.58,5.47%,378.53M,2.62,7.86%,5.25%,1.24M,8.11%,31.50,203.91,-,9.85%,91.38 -9.65%,10.52%,0.40,18.16,26.73% -6.14%,5.55%,66.41 24.31%,67.26%,3.73 (4.52%),18.53,9.83% 3.07%,58.85%,2.65%,2.62%,12.51%,3.64 (4.41%),13.64,-3.48%,51.47%,2.22,26.63%,"Mar 31, 2026",1.47,11.97%,37.51%,41.42,1.86,0.37% -3.77%,1.47,-16.31%,-3.12%,0.65,89.43,120.63%,0.76,23.21%,-1.86%,1.91,82.32,32,0.68,Feb 26 AMC,6.49%,271.38K,82.56,"Oct 09, 1991",Yes / Yes,1.20% 1.80%,"

","517,536",0.29%,NHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Healthcare Corp,Healthcare,Medical Care Facilities,USA,AMEX,RUT,21.12,7.67,26.11%,15.54M,-0.42%,2.52B,-,-,-0.40%,11.48M,3.09%,2.30B,-,-,64.26%,4.16%,14.37%,120.02M,1.67,-,3.63%,5.56,32.43%,1.51B,2.35,-,7.87%,0.48M,18.16%,68.79,8.14,-,11.71%,174.54 -7.19%,77.12%,19.89,16.94,74.12% 23.00%,10.77%,89.14 81.73%,181.28%,-,44.42,12.71% 9.68%,62.17%,3.37%,3.92%,119.95%,2.53 (1.56%),1.52,17.13%,0.46%,6.12,169.76%,"Mar 31, 2026",1.79,17.53%,7.95%,53.25,-,3.83% 3.99%,1.82,306.57%,-0.37%,0.59,-,32.98%,0.08,4.59%,4.22%,1.56,161.75,15278,0.04,-,27.47%,85.88K,161.99,"Jan 02, 1987",Yes / Yes,31.76% -0.06%,"

","133,923",0.15%,NHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingevity Corp,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-4.65,1.52%,35.49M,2.42%,2.45B,11.62,5.98,0.00%,34.76M,-1.73%,3.62B,0.89,0.83,105.47%,3.75%,18.58%,-167.10M,1.98,8.03%,1.87%,3.80,22.57%,1.24B,83.04,21.66%,-8.93%,1.30M,17.44%,0.84,31.21,13.11%,-145.84%,77.46 -10.28%,60.84%,2.23,8.96,- -,-13.77%,28.49 143.95%,0.59%,-,9.60,-11.17% -0.80%,35.78%,4.44%,4.15%,-3.34%,-,2.92,60.73%,21.86%,2.82,-,-,0.78,-12.00%,-13.50%,55.32,1.50,- -,1.33,-622.42%,3.32%,1.31,79.25,-,41.84,-14.60%,0.93%,0.68,66.80,1500,39.86,Feb 25 AMC,23.00%,342.61K,69.50,"May 02, 2016",Yes / Yes,-5.26% -0.84%,"

","231,964",4.04%,NGVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGL Energy Partners LP,Energy,Oil & Gas Midstream,USA,NYSE,-,351.16,0.04,20.49%,124.11M,18.17%,1.68B,16.57,0.82,0.00%,98.44M,13.16%,5.52B,-,0.18,49.41%,3.92%,43.05%,4.32M,0.53,156.67%,2.65%,10.61,116.40%,3.18B,-,141.18%,2.63%,3.86M,35.90%,-1.57,259.67,-,17.70%,13.00 4.54%,191.01%,0.05,9.12,35.49% 33.51%,0.12%,2.64 414.77%,443.60%,-,8.27,-24.14% -14.48%,23.76%,5.91%,4.81%,529.17%,-,1.74,101.53%,12.81%,0.58,73.56%,"Nov 05, 2020",0.99,-46.31%,0.14%,75.73,2.00,- -,1.12,181.85%,14.96%,0.39,21.00,-,4.91,-41.27%,18.43%,1.17,12.55,569,4.84,Feb 03 AMC,74.37%,363.32K,13.59,"May 12, 2011",Yes / Yes,-37.50% 13.11%,"

","425,076",8.29%,NGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Grid Plc ADR,Utilities,Utilities - Regulated Electric,United Kingdom,NYSE,-,21.89,3.76,0.00%,994.26M,-8.95%,81.86B,13.81,5.96,-,994.26M,-9.96%,138.24B,0.67,3.28,5.97%,0.20%,8.17%,3.69B,3.60,42.40%,-53.44%,1.90,16.02%,22.71B,1.63,13.79%,2.67%,2.04M,6.44%,50.46,14.98,20.47%,7.53%,94.64 -13.01%,31.02%,5.50,-,-1.41% 13.19%,3.45%,62.13 32.51%,34.14%,3.22 (3.91%),14.43,-2.38% 4.89%,29.42%,2.50%,1.82%,48.20%,3.12 (3.79%),6.09,38.24%,29.42%,1.89,23.77%,"Nov 21, 2025",0.90,-7.05%,16.26%,27.64,2.29,-1.90% -0.07%,0.97,-8.23%,-7.93%,0.80,91.00,77.41%,1.23,-7.03%,-5.64%,1.15,82.06,31654,1.14,Nov 06 BMO,6.92%,1.07M,82.33,"Oct 07, 1999",Yes / Yes,5.80% -32.24%,"

","1,229,423",0.33%,NGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novagold Resources Inc,Basic Materials,Gold,USA,AMEX,RUT,-,-0.26,47.75%,406.93M,-17.04%,3.54B,-,-0.16,0.01%,228.87M,-26.55%,3.59B,-,-0.04,56.42%,5.84%,-18.71%,-94.66M,-,34.18%,-3.67%,3.25,5.76%,0.00M,20.07,5.05%,-42.48%,13.37M,-13.30%,0.40,30.74,24.45%,-162.68%,14.40 -43.88%,147.85%,0.26,-,-16.42% -19.91%,-28.63%,2.26 257.52%,34.89%,-,-,- -,-,8.53%,8.25%,-9.92%,-,-,-89.96%,-,0.89,63.56%,-,23.79,-,-,33.17,1.00,- -,23.79,-18.15%,-26.40%,0.92,14.13,-,1.02,-,-23.41%,0.97,8.13,12,1.02,Apr 01 BMO,-1.37%,4.11M,8.08,"Dec 02, 2003",Yes / Yes,4.76% -,"

","3,972,387",-0.62%,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netflix Inc,Communication Services,Entertainment,USA,NASD,"NDX, S&P 500",35.98,2.53,0.64%,4.22B,-3.65%,383.88B,23.78,3.82,-6.95%,4.20B,19.60%,391.79B,1.11,0.76,81.01%,2.14%,-3.68%,10.98B,8.48,24.58%,-2.25%,1.86,-25.92%,45.27B,14.42,21.30%,19.86%,89.63M,-3.03%,6.30,42.33,21.46%,42.76%,134.12 -32.21%,-6.46%,2.15,40.57,36.44% 32.98%,26.06%,75.01 21.21%,176.87%,0.27 (0.29%),12.98,12.72% 12.61%,48.59%,2.83%,3.03%,74.57%,-,8.65,27.43%,29.64%,2.72,824.36%,-,1.19,16.46%,24.25%,48.74,1.68,- -,1.19,31.29%,-3.64%,1.69,113.13,0.00%,0.64,19.10%,4.20%,0.60,93.38,16000,0.58,Apr 16 AMC,-15.88%,48.21M,90.92,"May 23, 2002",Yes / Yes,1.41% 0.68%,"

","28,724,717",-2.63%,NFLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtus AllianzGI Dividend Interest & Premium Strategy Fund,Financial,Closed-End Fund - Equity,USA,NYSE,-,18.01,0.69,-,94.10M,-1.11%,1.17B,-,-,-,94.10M,-8.13%,-,-,-,42.14%,0.16%,-3.04%,-,36.32,-,-,0.76,-4.31%,32.20M,0.89,-,-,0.15M,-3.57%,13.91,-,-,-,13.92 -10.70%,1.89%,-,-,- -,-,10.02 24.05%,13.46%,-,-,- -,-,1.31%,1.45%,-3.61%,1.22 (9.81%),-,-,-,0.20,7.42%,"Mar 16, 2026",-,-,-,30.52,-,9.08% 7.14%,-,-,-3.85%,1.10,-,-,-,-,-6.44%,0.69,12.50,-,-,-,-3.72%,201.15K,12.43,"Feb 24, 2005",No / Yes,- -,"

","138,038",-0.56%,NFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Fuel Gas Co,Energy,Oil & Gas Integrated,USA,NYSE,-,13.22,7.17,1.42%,95.02M,1.42%,9.01B,11.08,8.56,0.00%,93.68M,8.21%,11.51B,3.93,2.70,80.06%,3.63%,16.95%,655.16M,3.85,14.47%,5.81%,4.28,8.39%,2.34B,2.51,8.16%,7.48%,3.40M,18.39%,37.76,33.19,2.82%,20.67%,97.06 -2.35%,21.08%,2.86,43.97,-2.57% -,11.55%,69.93 35.54%,70.19%,2.15 (2.27%),7.98,-10.07% 9.09%,45.76%,2.63%,2.34%,94.22%,2.12 (2.24%),4.92,5864.67%,41.61%,2.17,85.62%,"Mar 31, 2026",0.57,34.29%,28.00%,61.83,2.00,4.13% 3.60%,0.65,301.46%,2.28%,0.54,99.00,36.95%,0.77,22.74%,8.36%,1.15,93.06,2322,0.58,Jan 28 AMC,11.18%,795.69K,94.78,"Jul 25, 1955",Yes / Yes,6.36% -0.34%,"

","913,813",1.85%,NFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NextDecade Corporation,Energy,Oil & Gas Equipment & Services,USA,NASD,RUT,-,-1.17,45.23%,259.90M,20.90%,1.92B,-,-2.12,8.01%,145.09M,33.39%,12.07B,-,-0.63,37.46%,13.67%,31.93%,-306.43M,-,-147.44%,-1.89%,5.32,5.09%,0.00M,19.71,26.89%,-3.25%,19.83M,37.19%,0.37,2.71,6.38%,-129.58%,12.12 -40.35%,-23.33%,2.67,-,-21.72% -36.70%,-3.50%,4.75 52.21%,75.06%,-,-,- -,-,12.47%,8.58%,241.84%,-,-,-398.39%,-,0.50,-27.41%,-,0.54,-,-,75.33,2.00,- -,0.54,-171.19%,20.07%,1.77,7.25,-,90.80,-,30.70%,1.47,7.21,360,90.76,Mar 02 BMO,0.11%,3.73M,7.23,"Jun 04, 2015",Yes / Yes,73.49% -,"

","5,493,219",0.28%,NEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nexa Resources S.A,Basic Materials,Other Industrial Metals & Mining,Luxembourg,NYSE,-,9.61,1.00,67.14%,132.44M,-13.80%,1.27B,4.16,2.31,0.00%,43.52M,-17.85%,2.84B,0.97,0.74,6.70%,0.34%,17.46%,132.63M,0.43,150.67%,22.41%,0.19,92.40%,2.99B,1.27,-7.78%,2.68%,0.15M,8.70%,7.57,2.44,4.29%,14.60%,14.94 -35.61%,70.51%,3.94,23.27,39.27% -,4.86%,4.44 116.76%,63.97%,0.21 (2.22%),3.71,-0.44% 8.94%,20.05%,7.92%,7.03%,1.04%,-,0.95,165.08%,15.00%,0.84,-,"Jul 28, 2026",0.58,9.46%,4.43%,37.95,3.38,- -,0.87,151.12%,-15.32%,0.63,10.40,10.10%,1.79,21.62%,-19.42%,0.49,9.60,-,1.72,Feb 26 AMC,31.50%,795.11K,9.62,"Oct 27, 2017",Yes / Yes,52.41% 7.68%,"

","386,501",0.21%,NEXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewMarket Corp,Basic Materials,Specialty Chemicals,USA,NYSE,-,13.98,44.39,14.30%,9.40M,-0.05%,5.83B,-,-,0.03%,8.05M,3.05%,6.73B,-,-,67.00%,5.83%,-14.90%,417.13M,2.14,-,0.59%,2.98,-23.54%,2.73B,3.28,-,12.60%,0.47M,-9.69%,189.23,75.16,-,25.75%,875.97 -29.14%,13.59%,8.26,11.87,16.97% 12.52%,15.23%,510.07 21.68%,74.93%,-,10.09,-0.48% 6.27%,31.46%,3.18%,3.35%,62.72%,11.50 (1.85%),2.47,-7.94%,19.99%,21.78,60.03%,"Mar 16, 2026",1.33,-2.20%,15.31%,48.32,3.00,10.23% 8.16%,2.53,-25.47%,0.34%,0.52,651.00,25.31%,0.55,-2.94%,-3.52%,0.99,616.33,2050,0.54,Feb 11 AMC,-14.49%,157.14K,620.67,"Oct 14, 1965",Yes / Yes,- -,"

","155,971",0.70%,NEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloudflare Inc,Technology,Software - Infrastructure,USA,NYSE,-,-,-0.29,10.65%,317.32M,0.77%,75.02B,149.48,1.43,-4.53%,314.50M,33.06%,74.43B,5.74,0.23,79.70%,2.68%,8.93%,-102.27M,34.61,20.76%,-0.08%,1.89,-6.63%,2.17B,51.40,26.96%,-2.19%,8.44M,8.12%,4.15,18.25,26.05%,-8.16%,260.00 -18.02%,71.99%,11.68,287.94,20.88% 5.92%,-2.83%,89.42 138.37%,276.32%,-,1312.74,30.51% 38.13%,74.48%,5.41%,5.03%,214.24%,-,34.33,-27.27%,-9.28%,10.56,-,-,1.98,29.85%,-4.72%,57.93,2.00,- -,1.98,8.02%,6.22%,1.86,233.76,-,2.41,33.60%,12.94%,0.74,220.65,5156,1.48,Feb 10 AMC,6.24%,4.46M,213.15,"Sep 13, 2019",Yes / Yes,3.21% 3.92%,"

","3,285,716",-3.40%,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Energy Services Reunited Corp,Energy,Oil & Gas Equipment & Services,USA,NASD,RUT,42.97,0.52,16.96%,100.79M,6.70%,2.23B,9.46,2.34,0.00%,83.70M,-14.97%,2.45B,0.16,0.24,75.13%,2.59%,50.48%,51.13M,1.69,88.78%,13.34%,1.24,115.68%,1.32B,2.31,49.50%,2.82%,2.17M,41.44%,9.60,17.89,58.75%,5.45%,26.85 -17.50%,173.46%,1.24,18.48,- -1.73%,4.31%,5.20 325.96%,354.83%,0.05 (0.24%),10.21,13.34% 9.68%,11.02%,4.89%,5.11%,86.92%,-,1.85,-34.89%,7.43%,1.15,-,-,0.89,1.72%,3.86%,54.54,1.14,- -,1.04,-72.60%,1.16%,0.27,28.86,0.00%,0.35,15.88%,4.19%,1.13,21.93,7352,0.23,Feb 17 BMO,69.62%,1.75M,22.15,"Jun 05, 2017",Yes / Yes,26.73% 7.51%,"

","1,974,253",1.00%,NESR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neogen Corp,Healthcare,Medical Devices,USA,NASD,RUT,-,-2.78,0.83%,217.53M,-1.73%,1.98B,27.38,0.33,0.02%,215.71M,-17.85%,2.63B,-,0.06,102.63%,4.59%,26.53%,-602.74M,2.25,106.84%,-10.09%,2.89,58.71%,880.32M,0.94,-3.27%,-16.26%,9.91M,30.33%,9.67,13.63,-,-25.25%,11.43 -20.26%,2.82%,0.67,-,- -,-20.80%,3.87 135.39%,-49.97%,-,24.71,19.28% 16.43%,35.45%,5.87%,4.89%,-78.60%,-,2.99,-26.40%,-1.27%,0.49,-45.56%,-,2.80,-3.67%,-68.47%,40.78,2.20,- -,3.91,96.52%,-7.51%,1.99,11.00,-,0.38,-2.84%,-10.10%,0.51,8.84,2974,0.38,Jan 08 BMO,31.81%,3.42M,9.11,"Aug 23, 1989",Yes / Yes,57.98% 8.18%,"

","1,751,111",3.05%,NEOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neogenomics Inc,Healthcare,Diagnostics & Research,USA,NASD,RUT,-,-0.84,1.46%,128.99M,-4.96%,1.02B,25.04,0.31,-2.22%,127.92M,-21.16%,1.27B,0.46,0.01,101.11%,6.61%,-33.56%,-108.03M,1.40,43.37%,6.71%,4.52,-6.43%,727.33M,1.21,82.47%,-7.21%,8.46M,-33.16%,6.49,6.39,54.64%,-12.42%,13.74 -42.79%,-22.64%,1.23,-,10.12% -,-8.70%,4.72 66.53%,-53.41%,-,-,12.58% 10.35%,40.82%,4.31%,5.16%,-83.52%,-,1.75,-35.69%,-9.55%,0.47,24.17%,-,3.94,10.11%,-14.85%,28.48,2.29,- -,4.26,36.27%,-9.95%,1.68,13.94,-,0.49,10.56%,-25.74%,0.63,8.10,2500,0.48,Feb 17 BMO,-15.47%,1.87M,7.86,"Nov 10, 1999",Yes / Yes,56.66% 0.89%,"

","1,170,779",-2.96%,NEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newmont Corp,Basic Materials,Gold,USA,NYSE,S&P 500,15.51,6.39,0.11%,1.09B,-10.82%,107.72B,8.65,11.45,-4.14%,1.09B,-20.31%,105.36B,0.58,2.39,79.76%,2.06%,-2.24%,7.08B,4.87,48.15%,-0.40%,2.16,18.28%,22.10B,3.18,12.21%,12.49%,22.40M,-0.83%,31.10,13.07,14.89%,22.21%,134.88 -26.59%,111.49%,7.58,14.76,- 12.75%,17.97%,42.93 130.64%,103.95%,1.03 (1.04%),8.03,22.74% 14.12%,49.78%,4.40%,3.97%,64.02%,1.01 (1.02%),4.77,118.73%,46.85%,5.48,299.56%,"Mar 03, 2026",1.82,18.57%,32.06%,32.50,1.54,-23.11% -0.78%,2.29,-3.79%,-13.04%,0.50,144.60,15.64%,0.17,14.80%,-15.80%,1.37,98.14,44100,0.16,Feb 19 AMC,12.07%,10.35M,99.02,"Jan 27, 1940",Yes / Yes,21.94% 9.47%,"

","14,172,366",0.90%,NEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,27.76,3.30,-,2.08B,-0.98%,190.89B,20.93,4.38,-,2.08B,-2.59%,295.88B,2.45,1.01,83.90%,2.26%,15.19%,6.83B,7.20,8.34%,0.88%,4.89,26.63%,26.53B,3.49,8.93%,3.39%,46.94M,14.13%,26.22,64.49,8.53%,13.05%,95.91 -4.47%,30.75%,1.42,59.45,16.35% 17.36%,4.73%,61.72 48.44%,21.05%,2.48 (2.70%),20.78,-0.09% 9.21%,36.20%,2.85%,2.40%,25.80%,2.32 (2.53%),11.15,-2.17%,26.89%,2.24,209.32%,"Feb 27, 2026",0.49,8.69%,25.76%,51.57,1.71,10.12% 10.15%,0.60,25.95%,-0.45%,0.75,95.79,68.65%,1.76,12.83%,2.18%,0.92,90.23,17400,1.65,Jan 27 BMO,13.87%,9.60M,91.62,"Feb 15, 1950",Yes / Yes,2.39% -3.34%,"

","8,802,501",1.54%,NEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuveen AMT-Free Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,NYSE,-,39.50,0.28,0.08%,299.04M,-4.57%,3.31B,-,-,-0.16%,298.80M,-6.11%,-,-,-,18.33%,0.47%,-4.33%,-,12.25,-,-,1.62,-1.78%,269.91M,0.94,-,-,1.41M,-4.90%,11.80,-,-,-,11.90 -7.06%,-2.30%,-,-,- -,-,10.00 10.60%,1.75%,-,-,- -,-,1.36%,0.77%,-24.56%,0.84 (7.60%),-,-,-,0.11,-21.17%,"Mar 13, 2026",-,-,-,19.66,-,11.47% 5.02%,-,60.90%,-4.93%,0.73,-,317.17%,-,-1.40%,-5.33%,2.46,11.29,-,-,-,-2.48%,869.79K,11.06,"Nov 22, 2002",No / Yes,- -,"

","2,136,437",-2.04%,NEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Corp Plc,Energy,Oil & Gas Drilling,USA,NYSE,RUT,37.09,1.34,20.39%,158.85M,4.49%,7.92B,21.85,2.28,-1.06%,126.74M,9.99%,9.49B,0.29,0.26,80.69%,8.35%,77.98%,216.72M,2.41,70.50%,0.67%,5.03,77.47%,3.29B,1.74,99.44%,2.80%,10.58M,76.27%,28.64,16.51,74.76%,4.71%,48.59 2.45%,105.11%,3.02,18.34,-7.89% -,3.30%,17.40 186.09%,33.42%,2.00 (4.02%),8.62,32.46% 27.79%,19.73%,5.03%,4.19%,-,2.00 (4.02%),2.89,-55.28%,15.67%,2.00,-,"Mar 04, 2026",1.67,7.45%,6.60%,69.32,3.00,- -,1.67,-8.93%,7.81%,1.03,41.25,147.84%,0.45,-17.57%,20.39%,1.00,47.87,4500,0.45,Feb 11 AMC,55.60%,2.10M,49.78,"Jun 09, 2021",Yes / Yes,-47.95% 4.56%,"

","2,099,097",3.99%,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordson Corp,Industrials,Specialty Industrial Machinery,USA,NASD,S&P 500,29.09,9.25,5.75%,55.82M,-0.67%,15.02B,21.79,12.36,-2.65%,52.57M,-6.80%,16.98B,2.48,2.82,76.79%,1.92%,11.99%,523.20M,5.28,11.78%,-1.56%,2.50,19.46%,2.85B,4.83,7.95%,8.84%,1.01M,11.96%,55.75,124.73,8.78%,17.47%,305.28 -11.82%,29.68%,2.16,23.23,-1.14% 14.81%,10.22%,165.03 63.12%,28.22%,3.37 (1.25%),18.87,2.53% 5.65%,55.17%,2.23%,2.27%,34.79%,3.24 (1.20%),5.97,17.62%,26.35%,6.78,250.64%,"Mar 19, 2026",1.74,6.50%,18.39%,42.02,2.31,13.17% 15.61%,2.72,44.33%,-2.59%,1.01,318.00,37.12%,0.67,8.78%,-3.63%,0.59,268.48,8000,0.65,Feb 18 AMC,12.00%,404.47K,269.19,"Mar 18, 1980",Yes / Yes,-0.10% 2.55%,"

","236,833",0.26%,NDSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,NASD,S&P 500,27.25,3.09,21.15%,569.89M,-2.53%,47.91B,19.11,4.41,-0.42%,448.24M,5.46%,56.63B,1.46,0.92,75.51%,1.47%,-11.62%,1.79B,5.83,12.58%,0.05%,1.49,-6.28%,8.22B,3.93,12.59%,5.82%,6.60M,-13.23%,21.45,58.86,13.12%,15.28%,101.79 -17.20%,8.87%,1.43,24.09,11.00% 10.65%,8.41%,64.84 29.98%,58.81%,1.18 (1.40%),18.47,9.89% 7.98%,56.18%,1.79%,2.67%,71.61%,1.08 (1.28%),6.89,60.78%,29.61%,2.30,294.94%,"Mar 16, 2026",1.01,11.10%,21.77%,42.17,1.32,10.42% 10.07%,1.01,47.01%,-2.75%,1.02,112.87,33.98%,0.78,2.51%,-5.41%,0.48,86.40,9525,0.74,Jan 29 BMO,-6.99%,4.43M,84.28,"Jul 01, 2002",Yes / Yes,4.17% 1.86%,"

","2,139,840",-2.45%,NDAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ncino Inc,Technology,Software - Application,USA,NASD,-,-,-0.19,4.42%,114.43M,-5.32%,1.65B,14.03,1.03,-2.00%,109.61M,-1.50%,1.85B,0.58,0.21,108.27%,10.54%,-43.85%,-21.77M,2.82,39.31%,-2.15%,5.43,-52.44%,586.49M,1.58,13.55%,-1.41%,11.55M,-43.76%,9.10,18.85,24.30%,-2.04%,33.92 -57.49%,-50.24%,0.76,27.69,13.67% -1.33%,-1.67%,13.80 4.49%,-34.37%,-,34.12,25.45% 31.37%,56.71%,5.22%,5.40%,-77.86%,-,3.15,-19.29%,2.04%,0.90,-,-,0.93,12.14%,-3.71%,31.99,1.95,- -,0.93,224.23%,-8.75%,0.60,32.13,-,0.26,9.63%,-21.91%,0.74,15.52,1833,0.25,Mar 31 AMC,-42.33%,2.13M,14.42,"Jul 14, 2020",Yes / Yes,50.05% 3.26%,"

","1,582,449",-7.09%,NCNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA,NYSE,S&P 500,23.06,0.85,0.36%,455.26M,-3.01%,8.96B,7.42,2.65,5.83%,453.89M,-16.30%,24.28B,0.58,0.16,85.28%,7.77%,-14.67%,423.25M,0.91,10.88%,2.53%,1.67,-22.57%,9.83B,4.05,13.28%,1.99%,35.26M,-11.92%,4.85,42.67,12.78%,23.29%,27.18 -27.67%,-4.98%,0.46,-,- -,2.51%,14.21 38.35%,57.03%,-,8.94,26.60% 50.33%,31.76%,4.03%,4.80%,-22.32%,-,2.47,-54.86%,16.00%,1.18,-61.51%,-,0.12,3.67%,4.31%,42.74,2.08,- -,0.15,-93.69%,-5.77%,2.09,25.40,0.00%,7.03,6.40%,-10.25%,0.61,20.12,44500,6.62,Mar 02 BMO,-11.62%,21.09M,19.66,"Jan 18, 2013",Yes / Yes,5.78% -4.22%,"

","12,812,538",-2.29%,NCLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
